Trial,Strategy,Threshold_Dist,Final_Fraction,TimeToConverge
273,Betweenness,Beta_High,0.0125,1
273,Random,Normal,0.011,1
273,Degree,Normal,0.9955,15
273,Betweenness,Normal,0.9955,16
273,Random,Constant_0.4,0.01,0
273,Degree,Constant_0.4,0.0165,2
273,Betweenness,Constant_0.4,0.021,2
274,Random,Fixed_0.2,0.0115,1
274,Degree,Fixed_0.2,0.9955,9
274,Betweenness,Fixed_0.2,0.9955,9
274,Random,Uniform,0.493,49
274,Degree,Uniform,0.7015,25
274,Betweenness,Uniform,0.752,27
274,Random,Beta_Low,0.0365,6
274,Degree,Beta_Low,0.9955,7
274,Betweenness,Beta_Low,0.9955,7
274,Random,Beta_Mid,0.0165,4
274,Degree,Beta_Mid,0.0595,6
274,Betweenness,Beta_Mid,0.063,5
274,Random,Beta_High,0.01,0
274,Degree,Beta_High,0.0115,1
274,Betweenness,Beta_High,0.013,1
274,Random,Normal,0.0135,2
274,Degree,Normal,0.9955,16
274,Betweenness,Normal,0.9955,17
274,Random,Constant_0.4,0.011,1
274,Degree,Constant_0.4,0.0165,2
274,Betweenness,Constant_0.4,0.021,2
275,Random,Fixed_0.2,0.0155,2
275,Degree,Fixed_0.2,0.9955,9
275,Betweenness,Fixed_0.2,0.9955,9
275,Random,Uniform,0.034,6
275,Degree,Uniform,0.77,33
275,Betweenness,Uniform,0.8025,36
275,Random,Beta_Low,0.9955,28
275,Degree,Beta_Low,0.9955,7
275,Betweenness,Beta_Low,0.9955,7
275,Random,Beta_Mid,0.0105,1
275,Degree,Beta_Mid,0.0525,4
275,Betweenness,Beta_Mid,0.049,5
275,Random,Beta_High,0.0105,1
275,Degree,Beta_High,0.0115,1
275,Betweenness,Beta_High,0.013,1
275,Random,Normal,0.014,2
275,Degree,Normal,0.098,10
275,Betweenness,Normal,0.9955,19
275,Random,Constant_0.4,0.0105,1
275,Degree,Constant_0.4,0.0165,2
275,Betweenness,Constant_0.4,0.021,2
276,Random,Fixed_0.2,0.012,1
276,Degree,Fixed_0.2,0.9955,9
276,Betweenness,Fixed_0.2,0.9955,9
276,Random,Uniform,0.032,7
276,Degree,Uniform,0.656,25
276,Betweenness,Uniform,0.6495,32
276,Random,Beta_Low,0.0155,2
276,Degree,Beta_Low,0.9955,7
276,Betweenness,Beta_Low,0.9955,7
276,Random,Beta_Mid,0.015,2
276,Degree,Beta_Mid,0.079,9
276,Betweenness,Beta_Mid,0.0835,8
276,Random,Beta_High,0.0105,1
276,Degree,Beta_High,0.0115,1
276,Betweenness,Beta_High,0.014,1
276,Random,Normal,0.0125,1
276,Degree,Normal,0.9955,15
276,Betweenness,Normal,0.9955,15
276,Random,Constant_0.4,0.01,0
276,Degree,Constant_0.4,0.0165,2
276,Betweenness,Constant_0.4,0.021,2
277,Random,Fixed_0.2,0.012,2
277,Degree,Fixed_0.2,0.9955,9
277,Betweenness,Fixed_0.2,0.9955,9
277,Random,Uniform,0.114,16
277,Degree,Uniform,0.616,50
277,Betweenness,Uniform,0.6515,46
277,Random,Beta_Low,0.994,20
277,Degree,Beta_Low,0.994,7
277,Betweenness,Beta_Low,0.994,7
277,Random,Beta_Mid,0.012,1
277,Degree,Beta_Mid,0.0645,7
277,Betweenness,Beta_Mid,0.0685,7
277,Random,Beta_High,0.0105,1
277,Degree,Beta_High,0.0115,1
277,Betweenness,Beta_High,0.0125,1
277,Random,Normal,0.0135,2
277,Degree,Normal,0.9955,18
277,Betweenness,Normal,0.9955,18
277,Random,Constant_0.4,0.01,0
277,Degree,Constant_0.4,0.0165,2
277,Betweenness,Constant_0.4,0.021,2
278,Random,Fixed_0.2,0.0105,1
278,Degree,Fixed_0.2,0.9955,9
278,Betweenness,Fixed_0.2,0.9955,9
278,Random,Uniform,0.2405,30
278,Degree,Uniform,0.6735,31
278,Betweenness,Uniform,0.6785,36
278,Random,Beta_Low,0.9955,19
278,Degree,Beta_Low,0.9955,7
278,Betweenness,Beta_Low,0.9955,6
278,Random,Beta_Mid,0.0115,1
278,Degree,Beta_Mid,0.0505,4
278,Betweenness,Beta_Mid,0.0535,5
278,Random,Beta_High,0.01,0
278,Degree,Beta_High,0.012,1
278,Betweenness,Beta_High,0.013,1
278,Random,Normal,0.011,1
278,Degree,Normal,0.9955,20
278,Betweenness,Normal,0.9955,18
278,Random,Constant_0.4,0.0105,1
278,Degree,Constant_0.4,0.0165,2
278,Betweenness,Constant_0.4,0.021,2
279,Random,Fixed_0.2,0.0125,2
279,Degree,Fixed_0.2,0.9955,9
279,Betweenness,Fixed_0.2,0.9955,9
279,Random,Uniform,0.356,35
279,Degree,Uniform,0.7625,30
279,Betweenness,Uniform,0.7595,35
279,Random,Beta_Low,0.9955,17
279,Degree,Beta_Low,0.9955,7
279,Betweenness,Beta_Low,0.9955,7
279,Random,Beta_Mid,0.011,1
279,Degree,Beta_Mid,0.059,9
279,Betweenness,Beta_Mid,0.0585,5
279,Random,Beta_High,0.01,0
279,Degree,Beta_High,0.0115,1
279,Betweenness,Beta_High,0.013,1
279,Random,Normal,0.0145,1
279,Degree,Normal,0.0735,6
279,Betweenness,Normal,0.0875,9
279,Random,Constant_0.4,0.0105,1
279,Degree,Constant_0.4,0.0165,2
279,Betweenness,Constant_0.4,0.021,2
280,Random,Fixed_0.2,0.0145,2
280,Degree,Fixed_0.2,0.9955,9
280,Betweenness,Fixed_0.2,0.9955,9
280,Random,Uniform,0.1425,21
280,Degree,Uniform,0.803,23
280,Betweenness,Uniform,0.848,37
280,Random,Beta_Low,0.016,4
280,Degree,Beta_Low,0.9955,7
280,Betweenness,Beta_Low,0.9955,7
280,Random,Beta_Mid,0.0125,1
280,Degree,Beta_Mid,0.061,5
280,Betweenness,Beta_Mid,0.0545,6
280,Random,Beta_High,0.01,0
280,Degree,Beta_High,0.012,2
280,Betweenness,Beta_High,0.013,2
280,Random,Normal,0.017,4
280,Degree,Normal,0.9955,20
280,Betweenness,Normal,0.9955,19
280,Random,Constant_0.4,0.01,0
280,Degree,Constant_0.4,0.0165,2
280,Betweenness,Constant_0.4,0.021,2
281,Random,Fixed_0.2,0.0105,1
281,Degree,Fixed_0.2,0.9955,9
281,Betweenness,Fixed_0.2,0.9955,9
281,Random,Uniform,0.267,37
281,Degree,Uniform,0.8295,30
281,Betweenness,Uniform,0.8285,31
281,Random,Beta_Low,0.0925,18
281,Degree,Beta_Low,0.9955,7
281,Betweenness,Beta_Low,0.9955,7
281,Random,Beta_Mid,0.0105,1
281,Degree,Beta_Mid,0.0535,5
281,Betweenness,Beta_Mid,0.057,4
281,Random,Beta_High,0.01,0
281,Degree,Beta_High,0.011,1
281,Betweenness,Beta_High,0.012,1
281,Random,Normal,0.0185,2
281,Degree,Normal,0.9955,14
281,Betweenness,Normal,0.9955,15
281,Random,Constant_0.4,0.01,0
281,Degree,Constant_0.4,0.0165,2
281,Betweenness,Constant_0.4,0.021,2
282,Random,Fixed_0.2,0.0145,4
282,Degree,Fixed_0.2,0.9955,9
282,Betweenness,Fixed_0.2,0.9955,9
282,Random,Uniform,0.1505,22
282,Degree,Uniform,0.774,30
282,Betweenness,Uniform,0.781,30
282,Random,Beta_Low,0.0235,8
282,Degree,Beta_Low,0.9955,7
282,Betweenness,Beta_Low,0.9955,7
282,Random,Beta_Mid,0.01,0
282,Degree,Beta_Mid,0.094,18
282,Betweenness,Beta_Mid,0.084,10
282,Random,Beta_High,0.011,1
282,Degree,Beta_High,0.011,1
282,Betweenness,Beta_High,0.0115,1
282,Random,Normal,0.0145,2
282,Degree,Normal,0.951,14
282,Betweenness,Normal,0.951,14
282,Random,Constant_0.4,0.01,0
282,Degree,Constant_0.4,0.0165,2
282,Betweenness,Constant_0.4,0.021,2
283,Random,Fixed_0.2,0.0135,3
283,Degree,Fixed_0.2,0.9955,9
283,Betweenness,Fixed_0.2,0.9955,9
283,Random,Uniform,0.2655,30
283,Degree,Uniform,0.7475,50
283,Betweenness,Uniform,0.76,50
283,Random,Beta_Low,0.9955,18
283,Degree,Beta_Low,0.9955,7
283,Betweenness,Beta_Low,0.9955,7
283,Random,Beta_Mid,0.0125,1
283,Degree,Beta_Mid,0.0545,6
283,Betweenness,Beta_Mid,0.0595,7
283,Random,Beta_High,0.01,0
283,Degree,Beta_High,0.013,2
283,Betweenness,Beta_High,0.014,2
283,Random,Normal,0.0145,2
283,Degree,Normal,0.9955,16
283,Betweenness,Normal,0.9955,16
283,Random,Constant_0.4,0.01,0
283,Degree,Constant_0.4,0.0165,2
283,Betweenness,Constant_0.4,0.021,2
284,Random,Fixed_0.2,0.0115,2
284,Degree,Fixed_0.2,0.9955,9
284,Betweenness,Fixed_0.2,0.9955,9
284,Random,Uniform,0.059,12
284,Degree,Uniform,0.721,35
284,Betweenness,Uniform,0.7635,36
284,Random,Beta_Low,0.033,11
284,Degree,Beta_Low,0.9955,7
284,Betweenness,Beta_Low,0.9955,7
284,Random,Beta_Mid,0.011,1
284,Degree,Beta_Mid,0.0495,4
284,Betweenness,Beta_Mid,0.0575,6
284,Random,Beta_High,0.01,0
284,Degree,Beta_High,0.0125,1
284,Betweenness,Beta_High,0.0145,1
284,Random,Normal,0.0155,5
284,Degree,Normal,0.9955,15
284,Betweenness,Normal,0.9955,15
284,Random,Constant_0.4,0.0105,1
284,Degree,Constant_0.4,0.0165,2
284,Betweenness,Constant_0.4,0.021,2
285,Random,Fixed_0.2,0.011,1
285,Degree,Fixed_0.2,0.9955,9
285,Betweenness,Fixed_0.2,0.9955,9
285,Random,Uniform,0.216,41
285,Degree,Uniform,0.3905,23
285,Betweenness,Uniform,0.385,19
285,Random,Beta_Low,0.9955,22
285,Degree,Beta_Low,0.9955,7
285,Betweenness,Beta_Low,0.9955,7
285,Random,Beta_Mid,0.0145,2
285,Degree,Beta_Mid,0.084,11
285,Betweenness,Beta_Mid,0.082,8
285,Random,Beta_High,0.01,0
285,Degree,Beta_High,0.011,1
285,Betweenness,Beta_High,0.0125,1
285,Random,Normal,0.018,3
285,Degree,Normal,0.9955,13
285,Betweenness,Normal,0.9955,14
285,Random,Constant_0.4,0.01,0
285,Degree,Constant_0.4,0.0165,2
285,Betweenness,Constant_0.4,0.021,2
286,Random,Fixed_0.2,0.013,2
286,Degree,Fixed_0.2,0.9955,9
286,Betweenness,Fixed_0.2,0.9955,9
286,Random,Uniform,0.027,4
286,Degree,Uniform,0.784,41
286,Betweenness,Uniform,0.7855,46
286,Random,Beta_Low,0.9955,18
286,Degree,Beta_Low,0.9955,7
286,Betweenness,Beta_Low,0.9955,7
286,Random,Beta_Mid,0.011,1
286,Degree,Beta_Mid,0.0565,5
286,Betweenness,Beta_Mid,0.059,6
286,Random,Beta_High,0.01,0
286,Degree,Beta_High,0.011,1
286,Betweenness,Beta_High,0.013,1
286,Random,Normal,0.0115,1
286,Degree,Normal,0.9955,19
286,Betweenness,Normal,0.095,11
286,Random,Constant_0.4,0.01,0
286,Degree,Constant_0.4,0.0165,2
286,Betweenness,Constant_0.4,0.021,2
287,Random,Fixed_0.2,0.0105,1
287,Degree,Fixed_0.2,0.9955,9
287,Betweenness,Fixed_0.2,0.9955,9
287,Random,Uniform,0.0885,12
287,Degree,Uniform,0.642,32
287,Betweenness,Uniform,0.6395,35
287,Random,Beta_Low,0.996,15
287,Degree,Beta_Low,0.9955,7
287,Betweenness,Beta_Low,0.9955,7
287,Random,Beta_Mid,0.013,1
287,Degree,Beta_Mid,0.0585,8
287,Betweenness,Beta_Mid,0.06,4
287,Random,Beta_High,0.0105,1
287,Degree,Beta_High,0.0125,1
287,Betweenness,Beta_High,0.0135,1
287,Random,Normal,0.015,1
287,Degree,Normal,0.9955,16
287,Betweenness,Normal,0.9955,15
287,Random,Constant_0.4,0.01,0
287,Degree,Constant_0.4,0.0165,2
287,Betweenness,Constant_0.4,0.021,2
288,Random,Fixed_0.2,0.01,0
288,Degree,Fixed_0.2,0.9955,9
288,Betweenness,Fixed_0.2,0.9955,9
288,Random,Uniform,0.216,45
288,Degree,Uniform,0.6945,49
288,Betweenness,Uniform,0.6455,37
288,Random,Beta_Low,0.9955,15
288,Degree,Beta_Low,0.9955,7
288,Betweenness,Beta_Low,0.9955,7
288,Random,Beta_Mid,0.011,1
288,Degree,Beta_Mid,0.0455,5
288,Betweenness,Beta_Mid,0.046,5
288,Random,Beta_High,0.01,0
288,Degree,Beta_High,0.012,1
288,Betweenness,Beta_High,0.0135,1
288,Random,Normal,0.0185,4
288,Degree,Normal,0.9955,15
288,Betweenness,Normal,0.9955,15
288,Random,Constant_0.4,0.01,0
288,Degree,Constant_0.4,0.0165,2
288,Betweenness,Constant_0.4,0.021,2
289,Random,Fixed_0.2,0.0135,2
289,Degree,Fixed_0.2,0.9955,9
289,Betweenness,Fixed_0.2,0.9955,9
289,Random,Uniform,0.11,20
289,Degree,Uniform,0.694,31
289,Betweenness,Uniform,0.695,45
289,Random,Beta_Low,0.018,2
289,Degree,Beta_Low,0.994,7
289,Betweenness,Beta_Low,0.994,7
289,Random,Beta_Mid,0.012,1
289,Degree,Beta_Mid,0.058,9
289,Betweenness,Beta_Mid,0.0595,5
289,Random,Beta_High,0.01,0
289,Degree,Beta_High,0.0115,1
289,Betweenness,Beta_High,0.0135,1
289,Random,Normal,0.011,1
289,Degree,Normal,0.9955,16
289,Betweenness,Normal,0.9955,19
289,Random,Constant_0.4,0.011,1
289,Degree,Constant_0.4,0.0165,2
289,Betweenness,Constant_0.4,0.021,2
290,Random,Fixed_0.2,0.012,1
290,Degree,Fixed_0.2,0.9955,9
290,Betweenness,Fixed_0.2,0.9955,9
290,Random,Uniform,0.5125,50
290,Degree,Uniform,0.7925,25
290,Betweenness,Uniform,0.799,25
290,Random,Beta_Low,0.996,20
290,Degree,Beta_Low,0.9955,7
290,Betweenness,Beta_Low,0.9955,7
290,Random,Beta_Mid,0.012,1
290,Degree,Beta_Mid,0.063,4
290,Betweenness,Beta_Mid,0.0735,6
290,Random,Beta_High,0.01,0
290,Degree,Beta_High,0.012,1
290,Betweenness,Beta_High,0.0125,1
290,Random,Normal,0.015,2
290,Degree,Normal,0.9955,15
290,Betweenness,Normal,0.9955,16
290,Random,Constant_0.4,0.01,0
290,Degree,Constant_0.4,0.0165,2
290,Betweenness,Constant_0.4,0.021,2
291,Random,Fixed_0.2,0.014,2
291,Degree,Fixed_0.2,0.9955,9
291,Betweenness,Fixed_0.2,0.9955,9
291,Random,Uniform,0.1715,20
291,Degree,Uniform,0.7195,33
291,Betweenness,Uniform,0.7435,36
291,Random,Beta_Low,0.9955,23
291,Degree,Beta_Low,0.9955,7
291,Betweenness,Beta_Low,0.9955,8
291,Random,Beta_Mid,0.012,1
291,Degree,Beta_Mid,0.0465,4
291,Betweenness,Beta_Mid,0.052,3
291,Random,Beta_High,0.01,0
291,Degree,Beta_High,0.011,1
291,Betweenness,Beta_High,0.0115,1
291,Random,Normal,0.014,3
291,Degree,Normal,0.9955,17
291,Betweenness,Normal,0.9955,16
291,Random,Constant_0.4,0.01,0
291,Degree,Constant_0.4,0.0165,2
291,Betweenness,Constant_0.4,0.021,2
292,Random,Fixed_0.2,0.0115,1
292,Degree,Fixed_0.2,0.9955,9
292,Betweenness,Fixed_0.2,0.9955,9
292,Random,Uniform,0.0535,13
292,Degree,Uniform,0.508,33
292,Betweenness,Uniform,0.5065,50
292,Random,Beta_Low,0.0255,11
292,Degree,Beta_Low,0.9955,7
292,Betweenness,Beta_Low,0.9955,8
292,Random,Beta_Mid,0.0115,1
292,Degree,Beta_Mid,0.057,7
292,Betweenness,Beta_Mid,0.0595,5
292,Random,Beta_High,0.01,0
292,Degree,Beta_High,0.011,1
292,Betweenness,Beta_High,0.0125,1
292,Random,Normal,0.013,1
292,Degree,Normal,0.9955,16
292,Betweenness,Normal,0.9955,15
292,Random,Constant_0.4,0.0105,1
292,Degree,Constant_0.4,0.0165,2
292,Betweenness,Constant_0.4,0.021,2
293,Random,Fixed_0.2,0.0135,3
293,Degree,Fixed_0.2,0.9955,9
293,Betweenness,Fixed_0.2,0.9955,9
293,Random,Uniform,0.0595,11
293,Degree,Uniform,0.811,33
293,Betweenness,Uniform,0.811,38
293,Random,Beta_Low,0.017,2
293,Degree,Beta_Low,0.9955,8
293,Betweenness,Beta_Low,0.9955,7
293,Random,Beta_Mid,0.012,1
293,Degree,Beta_Mid,0.0535,6
293,Betweenness,Beta_Mid,0.05,6
293,Random,Beta_High,0.01,0
293,Degree,Beta_High,0.011,1
293,Betweenness,Beta_High,0.012,1
293,Random,Normal,0.013,2
293,Degree,Normal,0.9955,17
293,Betweenness,Normal,0.9955,17
293,Random,Constant_0.4,0.01,0
293,Degree,Constant_0.4,0.0165,2
293,Betweenness,Constant_0.4,0.021,2
294,Random,Fixed_0.2,0.0155,3
294,Degree,Fixed_0.2,0.9955,9
294,Betweenness,Fixed_0.2,0.9955,9
294,Random,Uniform,0.0365,7
294,Degree,Uniform,0.632,23
294,Betweenness,Uniform,0.636,20
294,Random,Beta_Low,0.0145,2
294,Degree,Beta_Low,0.9955,6
294,Betweenness,Beta_Low,0.9955,6
294,Random,Beta_Mid,0.0135,3
294,Degree,Beta_Mid,0.094,12
294,Betweenness,Beta_Mid,0.107,11
294,Random,Beta_High,0.01,0
294,Degree,Beta_High,0.0105,1
294,Betweenness,Beta_High,0.012,1
294,Random,Normal,0.012,1
294,Degree,Normal,0.9955,16
294,Betweenness,Normal,0.9955,19
294,Random,Constant_0.4,0.01,0
294,Degree,Constant_0.4,0.0165,2
294,Betweenness,Constant_0.4,0.021,2
295,Random,Fixed_0.2,0.0115,1
295,Degree,Fixed_0.2,0.9955,9
295,Betweenness,Fixed_0.2,0.9955,9
295,Random,Uniform,0.122,19
295,Degree,Uniform,0.6595,25
295,Betweenness,Uniform,0.6595,24
295,Random,Beta_Low,0.0965,16
295,Degree,Beta_Low,0.9955,7
295,Betweenness,Beta_Low,0.9955,7
295,Random,Beta_Mid,0.0115,1
295,Degree,Beta_Mid,0.071,7
295,Betweenness,Beta_Mid,0.0935,18
295,Random,Beta_High,0.01,0
295,Degree,Beta_High,0.011,1
295,Betweenness,Beta_High,0.012,1
295,Random,Normal,0.0145,2
295,Degree,Normal,0.9955,13
295,Betweenness,Normal,0.9955,13
295,Random,Constant_0.4,0.011,1
295,Degree,Constant_0.4,0.0165,2
295,Betweenness,Constant_0.4,0.021,2
296,Random,Fixed_0.2,0.015,2
296,Degree,Fixed_0.2,0.9955,9
296,Betweenness,Fixed_0.2,0.9955,9
296,Random,Uniform,0.157,26
296,Degree,Uniform,0.758,26
296,Betweenness,Uniform,0.753,27
296,Random,Beta_Low,0.9955,23
296,Degree,Beta_Low,0.9955,6
296,Betweenness,Beta_Low,0.9955,7
296,Random,Beta_Mid,0.012,1
296,Degree,Beta_Mid,0.0465,4
296,Betweenness,Beta_Mid,0.0445,3
296,Random,Beta_High,0.01,0
296,Degree,Beta_High,0.012,1
296,Betweenness,Beta_High,0.013,1
296,Random,Normal,0.013,2
296,Degree,Normal,0.9955,13
296,Betweenness,Normal,0.9955,13
296,Random,Constant_0.4,0.01,0
296,Degree,Constant_0.4,0.0165,2
296,Betweenness,Constant_0.4,0.021,2
297,Random,Fixed_0.2,0.014,3
297,Degree,Fixed_0.2,0.9955,9
297,Betweenness,Fixed_0.2,0.9955,9
297,Random,Uniform,0.04,9
297,Degree,Uniform,0.701,25
297,Betweenness,Uniform,0.667,27
297,Random,Beta_Low,0.9955,17
297,Degree,Beta_Low,0.9955,8
297,Betweenness,Beta_Low,0.9955,8
297,Random,Beta_Mid,0.0105,1
297,Degree,Beta_Mid,0.0595,8
297,Betweenness,Beta_Mid,0.0565,7
297,Random,Beta_High,0.01,0
297,Degree,Beta_High,0.012,1
297,Betweenness,Beta_High,0.0135,1
297,Random,Normal,0.0115,1
297,Degree,Normal,0.9955,17
297,Betweenness,Normal,0.9955,17
297,Random,Constant_0.4,0.01,0
297,Degree,Constant_0.4,0.0165,2
297,Betweenness,Constant_0.4,0.021,2
298,Random,Fixed_0.2,0.0155,5
298,Degree,Fixed_0.2,0.9955,9
298,Betweenness,Fixed_0.2,0.9955,9
298,Random,Uniform,0.134,15
298,Degree,Uniform,0.6505,29
298,Betweenness,Uniform,0.6465,27
298,Random,Beta_Low,0.032,10
298,Degree,Beta_Low,0.9955,7
298,Betweenness,Beta_Low,0.9955,7
298,Random,Beta_Mid,0.0145,1
298,Degree,Beta_Mid,0.0475,3
298,Betweenness,Beta_Mid,0.051,6
298,Random,Beta_High,0.01,0
298,Degree,Beta_High,0.011,1
298,Betweenness,Beta_High,0.0125,1
298,Random,Normal,0.012,1
298,Degree,Normal,0.9955,14
298,Betweenness,Normal,0.9955,15
298,Random,Constant_0.4,0.01,0
298,Degree,Constant_0.4,0.0165,2
298,Betweenness,Constant_0.4,0.021,2
299,Random,Fixed_0.2,0.0105,1
299,Degree,Fixed_0.2,0.9955,9
299,Betweenness,Fixed_0.2,0.9955,9
299,Random,Uniform,0.098,20
299,Degree,Uniform,0.6685,45
299,Betweenness,Uniform,0.592,39
299,Random,Beta_Low,0.9955,19
299,Degree,Beta_Low,0.9955,8
299,Betweenness,Beta_Low,0.9955,8
299,Random,Beta_Mid,0.016,4
299,Degree,Beta_Mid,0.0725,8
299,Betweenness,Beta_Mid,0.072,6
299,Random,Beta_High,0.0105,1
299,Degree,Beta_High,0.012,2
299,Betweenness,Beta_High,0.013,2
299,Random,Normal,0.0125,1
299,Degree,Normal,0.9955,15
299,Betweenness,Normal,0.9955,16
299,Random,Constant_0.4,0.01,0
299,Degree,Constant_0.4,0.0165,2
299,Betweenness,Constant_0.4,0.021,2
300,Random,Fixed_0.2,0.014,4
300,Degree,Fixed_0.2,0.9955,9
300,Betweenness,Fixed_0.2,0.9955,9
300,Random,Uniform,0.1995,27
300,Degree,Uniform,0.759,29
300,Betweenness,Uniform,0.7675,31
300,Random,Beta_Low,0.9955,15
300,Degree,Beta_Low,0.9955,7
300,Betweenness,Beta_Low,0.9955,7
300,Random,Beta_Mid,0.0115,2
300,Degree,Beta_Mid,0.052,4
300,Betweenness,Beta_Mid,0.0625,4
300,Random,Beta_High,0.01,0
300,Degree,Beta_High,0.0115,1
300,Betweenness,Beta_High,0.013,1
300,Random,Normal,0.013,1
300,Degree,Normal,0.9955,17
300,Betweenness,Normal,0.9955,19
300,Random,Constant_0.4,0.011,1
300,Degree,Constant_0.4,0.0165,2
300,Betweenness,Constant_0.4,0.021,2
301,Random,Fixed_0.2,0.012,1
301,Degree,Fixed_0.2,0.9955,9
301,Betweenness,Fixed_0.2,0.9955,9
301,Random,Uniform,0.5495,50
301,Degree,Uniform,0.8005,31
301,Betweenness,Uniform,0.8005,32
301,Random,Beta_Low,0.068,9
301,Degree,Beta_Low,0.9955,6
301,Betweenness,Beta_Low,0.9955,6
301,Random,Beta_Mid,0.012,1
301,Degree,Beta_Mid,0.053,7
301,Betweenness,Beta_Mid,0.0535,5
301,Random,Beta_High,0.01,0
301,Degree,Beta_High,0.011,1
301,Betweenness,Beta_High,0.0125,1
301,Random,Normal,0.017,2
301,Degree,Normal,0.9955,14
301,Betweenness,Normal,0.9955,15
301,Random,Constant_0.4,0.0105,1
301,Degree,Constant_0.4,0.0165,2
301,Betweenness,Constant_0.4,0.021,2
302,Random,Fixed_0.2,0.0125,2
302,Degree,Fixed_0.2,0.9955,9
302,Betweenness,Fixed_0.2,0.9955,9
302,Random,Uniform,0.1925,18
302,Degree,Uniform,0.668,38
302,Betweenness,Uniform,0.668,39
302,Random,Beta_Low,0.9955,24
302,Degree,Beta_Low,0.9955,7
302,Betweenness,Beta_Low,0.9955,7
302,Random,Beta_Mid,0.013,2
302,Degree,Beta_Mid,0.0475,8
302,Betweenness,Beta_Mid,0.0505,9
302,Random,Beta_High,0.01,0
302,Degree,Beta_High,0.0115,1
302,Betweenness,Beta_High,0.0125,1
302,Random,Normal,0.0145,3
302,Degree,Normal,0.9955,18
302,Betweenness,Normal,0.9955,16
302,Random,Constant_0.4,0.011,1
302,Degree,Constant_0.4,0.0165,2
302,Betweenness,Constant_0.4,0.021,2
303,Random,Fixed_0.2,0.019,9
303,Degree,Fixed_0.2,0.9955,9
303,Betweenness,Fixed_0.2,0.9955,9
303,Random,Uniform,0.0265,4
303,Degree,Uniform,0.4425,15
303,Betweenness,Uniform,0.519,22
303,Random,Beta_Low,0.035,11
303,Degree,Beta_Low,0.9955,7
303,Betweenness,Beta_Low,0.9955,7
303,Random,Beta_Mid,0.0115,1
303,Degree,Beta_Mid,0.0485,5
303,Betweenness,Beta_Mid,0.0685,9
303,Random,Beta_High,0.01,0
303,Degree,Beta_High,0.0105,1
303,Betweenness,Beta_High,0.0115,1
303,Random,Normal,0.0125,1
303,Degree,Normal,0.9955,15
303,Betweenness,Normal,0.9955,15
303,Random,Constant_0.4,0.0105,1
303,Degree,Constant_0.4,0.0165,2
303,Betweenness,Constant_0.4,0.021,2
304,Random,Fixed_0.2,0.011,1
304,Degree,Fixed_0.2,0.9955,9
304,Betweenness,Fixed_0.2,0.9955,9
304,Random,Uniform,0.4715,41
304,Degree,Uniform,0.653,25
304,Betweenness,Uniform,0.672,26
304,Random,Beta_Low,0.9955,19
304,Degree,Beta_Low,0.9955,7
304,Betweenness,Beta_Low,0.9955,7
304,Random,Beta_Mid,0.013,3
304,Degree,Beta_Mid,0.0485,3
304,Betweenness,Beta_Mid,0.0525,5
304,Random,Beta_High,0.01,0
304,Degree,Beta_High,0.0115,1
304,Betweenness,Beta_High,0.0125,1
304,Random,Normal,0.014,2
304,Degree,Normal,0.9955,15
304,Betweenness,Normal,0.9955,16
304,Random,Constant_0.4,0.01,0
304,Degree,Constant_0.4,0.0165,2
304,Betweenness,Constant_0.4,0.021,2
305,Random,Fixed_0.2,0.045,17
305,Degree,Fixed_0.2,0.9955,9
305,Betweenness,Fixed_0.2,0.9955,9
305,Random,Uniform,0.1595,25
305,Degree,Uniform,0.571,28
305,Betweenness,Uniform,0.569,28
305,Random,Beta_Low,0.018,4
305,Degree,Beta_Low,0.9955,6
305,Betweenness,Beta_Low,0.9955,6
305,Random,Beta_Mid,0.01,0
305,Degree,Beta_Mid,0.0965,12
305,Betweenness,Beta_Mid,0.109,17
305,Random,Beta_High,0.01,0
305,Degree,Beta_High,0.0115,1
305,Betweenness,Beta_High,0.014,1
305,Random,Normal,0.0145,2
305,Degree,Normal,0.9955,15
305,Betweenness,Normal,0.9955,16
305,Random,Constant_0.4,0.01,0
305,Degree,Constant_0.4,0.0165,2
305,Betweenness,Constant_0.4,0.021,2
306,Random,Fixed_0.2,0.0135,2
306,Degree,Fixed_0.2,0.9955,9
306,Betweenness,Fixed_0.2,0.9955,9
306,Random,Uniform,0.483,37
306,Degree,Uniform,0.676,28
306,Betweenness,Uniform,0.676,46
306,Random,Beta_Low,0.0235,5
306,Degree,Beta_Low,0.9955,7
306,Betweenness,Beta_Low,0.9955,7
306,Random,Beta_Mid,0.012,1
306,Degree,Beta_Mid,0.0485,4
306,Betweenness,Beta_Mid,0.0565,4
306,Random,Beta_High,0.01,0
306,Degree,Beta_High,0.0115,1
306,Betweenness,Beta_High,0.013,1
306,Random,Normal,0.015,2
306,Degree,Normal,0.9955,24
306,Betweenness,Normal,0.9955,21
306,Random,Constant_0.4,0.01,0
306,Degree,Constant_0.4,0.0165,2
306,Betweenness,Constant_0.4,0.021,2
307,Random,Fixed_0.2,0.0115,1
307,Degree,Fixed_0.2,0.9955,9
307,Betweenness,Fixed_0.2,0.9955,9
307,Random,Uniform,0.358,29
307,Degree,Uniform,0.7455,34
307,Betweenness,Uniform,0.754,43
307,Random,Beta_Low,0.02,5
307,Degree,Beta_Low,0.9955,7
307,Betweenness,Beta_Low,0.9955,7
307,Random,Beta_Mid,0.01,0
