Trial,Strategy,Threshold_Dist,Final_Fraction,TimeToConverge
407,Betweenness,Uniform,0.5435,14
407,Random,Beta_Low,1.0,16
407,Degree,Beta_Low,1.0,7
407,Betweenness,Beta_Low,1.0,7
407,Random,Beta_Mid,0.017,5
407,Degree,Beta_Mid,0.3425,15
407,Betweenness,Beta_Mid,0.3275,11
407,Random,"Beta_High, Normal, Constant_0.4",0.0105,1
407,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
407,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
408,Random,Fixed_0.2,1.0,10
408,Degree,Fixed_0.2,1.0,4
408,Betweenness,Fixed_0.2,1.0,4
408,Random,Uniform,0.061,15
408,Degree,Uniform,0.507,16
408,Betweenness,Uniform,0.4915,12
408,Random,Beta_Low,1.0,15
408,Degree,Beta_Low,1.0,7
408,Betweenness,Beta_Low,1.0,7
408,Random,Beta_Mid,0.0205,4
408,Degree,Beta_Mid,0.306,11
408,Betweenness,Beta_Mid,0.3045,11
408,Random,"Beta_High, Normal, Constant_0.4",0.0105,1
408,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
408,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
409,Random,Fixed_0.2,1.0,13
409,Degree,Fixed_0.2,1.0,4
409,Betweenness,Fixed_0.2,1.0,4
409,Random,Uniform,0.064,9
409,Degree,Uniform,0.474,16
409,Betweenness,Uniform,0.4435,12
409,Random,Beta_Low,1.0,17
409,Degree,Beta_Low,1.0,7
409,Betweenness,Beta_Low,1.0,7
409,Random,Beta_Mid,0.035,6
409,Degree,Beta_Mid,0.3,13
409,Betweenness,Beta_Mid,0.3,13
409,Random,"Beta_High, Normal, Constant_0.4",0.011,1
409,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
409,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
410,Random,Fixed_0.2,1.0,12
410,Degree,Fixed_0.2,1.0,4
410,Betweenness,Fixed_0.2,1.0,4
410,Random,Uniform,0.047,11
410,Degree,Uniform,0.533,16
410,Betweenness,Uniform,0.521,16
410,Random,Beta_Low,1.0,15
410,Degree,Beta_Low,1.0,6
410,Betweenness,Beta_Low,1.0,6
410,Random,Beta_Mid,0.015,2
410,Degree,Beta_Mid,0.3025,9
410,Betweenness,Beta_Mid,0.316,10
410,Random,"Beta_High, Normal, Constant_0.4",0.011,1
410,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
410,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
411,Random,Fixed_0.2,1.0,13
411,Degree,Fixed_0.2,1.0,4
411,Betweenness,Fixed_0.2,1.0,4
411,Random,Uniform,0.0865,10
411,Degree,Uniform,0.4595,10
411,Betweenness,Uniform,0.452,14
411,Random,Beta_Low,0.999,15
411,Degree,Beta_Low,0.999,6
411,Betweenness,Beta_Low,0.999,6
411,Random,Beta_Mid,0.0155,2
411,Degree,Beta_Mid,0.308,13
411,Betweenness,Beta_Mid,0.3095,12
411,Random,"Beta_High, Normal, Constant_0.4",0.018,2
411,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
411,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
412,Random,Fixed_0.2,1.0,12
412,Degree,Fixed_0.2,1.0,4
412,Betweenness,Fixed_0.2,1.0,4
412,Random,Uniform,0.049,8
412,Degree,Uniform,0.554,12
412,Betweenness,Uniform,0.564,13
412,Random,Beta_Low,0.091,18
412,Degree,Beta_Low,1.0,6
412,Betweenness,Beta_Low,1.0,6
412,Random,Beta_Mid,0.0185,3
412,Degree,Beta_Mid,0.299,11
412,Betweenness,Beta_Mid,0.3125,11
412,Random,"Beta_High, Normal, Constant_0.4",0.015,1
412,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
412,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
413,Random,Fixed_0.2,1.0,10
413,Degree,Fixed_0.2,1.0,4
413,Betweenness,Fixed_0.2,1.0,4
413,Random,Uniform,0.0985,14
413,Degree,Uniform,0.479,11
413,Betweenness,Uniform,0.472,10
413,Random,Beta_Low,1.0,14
413,Degree,Beta_Low,1.0,7
413,Betweenness,Beta_Low,1.0,7
413,Random,Beta_Mid,0.0155,2
413,Degree,Beta_Mid,0.3175,8
413,Betweenness,Beta_Mid,0.3225,10
413,Random,"Beta_High, Normal, Constant_0.4",0.01,0
413,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
413,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
414,Random,Fixed_0.2,1.0,10
414,Degree,Fixed_0.2,1.0,4
414,Betweenness,Fixed_0.2,1.0,4
414,Random,Uniform,0.0295,6
414,Degree,Uniform,0.543,12
414,Betweenness,Uniform,0.543,12
414,Random,Beta_Low,1.0,22
414,Degree,Beta_Low,1.0,7
414,Betweenness,Beta_Low,1.0,7
414,Random,Beta_Mid,0.0255,4
414,Degree,Beta_Mid,0.382,22
414,Betweenness,Beta_Mid,0.3295,17
414,Random,"Beta_High, Normal, Constant_0.4",0.01,0
414,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
414,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
415,Random,Fixed_0.2,1.0,9
415,Degree,Fixed_0.2,1.0,4
415,Betweenness,Fixed_0.2,1.0,4
415,Random,Uniform,0.0285,6
415,Degree,Uniform,0.4595,11
415,Betweenness,Uniform,0.4595,11
415,Random,Beta_Low,1.0,14
415,Degree,Beta_Low,1.0,9
415,Betweenness,Beta_Low,1.0,9
415,Random,Beta_Mid,0.0455,3
415,Degree,Beta_Mid,0.338,9
415,Betweenness,Beta_Mid,0.3405,9
415,Random,"Beta_High, Normal, Constant_0.4",0.0125,1
415,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
415,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
416,Random,Fixed_0.2,1.0,12
416,Degree,Fixed_0.2,1.0,4
416,Betweenness,Fixed_0.2,1.0,4
416,Random,Uniform,0.019,4
416,Degree,Uniform,0.4705,11
416,Betweenness,Uniform,0.4765,11
416,Random,Beta_Low,1.0,15
416,Degree,Beta_Low,1.0,6
416,Betweenness,Beta_Low,1.0,6
416,Random,Beta_Mid,0.0185,2
416,Degree,Beta_Mid,0.384,16
416,Betweenness,Beta_Mid,0.3795,15
416,Random,"Beta_High, Normal, Constant_0.4",0.0155,1
416,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
416,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
417,Random,Fixed_0.2,1.0,13
417,Degree,Fixed_0.2,1.0,4
417,Betweenness,Fixed_0.2,1.0,4
417,Random,Uniform,0.027,4
417,Degree,Uniform,0.465,16
417,Betweenness,Uniform,0.4585,15
417,Random,Beta_Low,1.0,14
417,Degree,Beta_Low,1.0,6
417,Betweenness,Beta_Low,1.0,6
417,Random,Beta_Mid,0.015,1
417,Degree,Beta_Mid,0.346,11
417,Betweenness,Beta_Mid,0.3525,11
417,Random,"Beta_High, Normal, Constant_0.4",0.0145,2
417,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
417,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
418,Random,Fixed_0.2,1.0,13
418,Degree,Fixed_0.2,1.0,4
418,Betweenness,Fixed_0.2,1.0,4
418,Random,Uniform,0.0555,9
418,Degree,Uniform,0.496,11
418,Betweenness,Uniform,0.493,12
418,Random,Beta_Low,1.0,11
418,Degree,Beta_Low,1.0,7
418,Betweenness,Beta_Low,1.0,7
418,Random,Beta_Mid,0.016,2
418,Degree,Beta_Mid,0.345,16
418,Betweenness,Beta_Mid,0.358,18
418,Random,"Beta_High, Normal, Constant_0.4",0.013,1
418,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
418,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
419,Random,Fixed_0.2,1.0,10
419,Degree,Fixed_0.2,1.0,4
419,Betweenness,Fixed_0.2,1.0,4
419,Random,Uniform,0.0215,8
419,Degree,Uniform,0.498,15
419,Betweenness,Uniform,0.5005,14
419,Random,Beta_Low,1.0,17
419,Degree,Beta_Low,1.0,7
419,Betweenness,Beta_Low,1.0,7
419,Random,Beta_Mid,0.013,2
419,Degree,Beta_Mid,0.305,11
419,Betweenness,Beta_Mid,0.3025,11
419,Random,"Beta_High, Normal, Constant_0.4",0.0125,1
419,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
419,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
420,Random,Fixed_0.2,1.0,12
420,Degree,Fixed_0.2,1.0,4
420,Betweenness,Fixed_0.2,1.0,4
420,Random,Uniform,0.0385,5
420,Degree,Uniform,0.4765,15
420,Betweenness,Uniform,0.4765,15
420,Random,Beta_Low,1.0,16
420,Degree,Beta_Low,1.0,7
420,Betweenness,Beta_Low,1.0,7
420,Random,Beta_Mid,0.019,4
420,Degree,Beta_Mid,0.2985,10
420,Betweenness,Beta_Mid,0.2955,9
420,Random,"Beta_High, Normal, Constant_0.4",0.0105,1
420,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
420,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
421,Random,Fixed_0.2,1.0,9
421,Degree,Fixed_0.2,1.0,4
421,Betweenness,Fixed_0.2,1.0,4
421,Random,Uniform,0.0455,5
421,Degree,Uniform,0.5105,14
421,Betweenness,Uniform,0.4885,10
421,Random,Beta_Low,1.0,14
421,Degree,Beta_Low,1.0,6
421,Betweenness,Beta_Low,1.0,6
421,Random,Beta_Mid,0.0145,2
421,Degree,Beta_Mid,0.2735,9
421,Betweenness,Beta_Mid,0.2655,9
421,Random,"Beta_High, Normal, Constant_0.4",0.0105,1
421,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
421,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
422,Random,Fixed_0.2,1.0,10
422,Degree,Fixed_0.2,1.0,4
422,Betweenness,Fixed_0.2,1.0,4
422,Random,Uniform,0.0635,13
422,Degree,Uniform,0.449,9
422,Betweenness,Uniform,0.4535,9
422,Random,Beta_Low,0.9985,11
422,Degree,Beta_Low,0.9985,7
422,Betweenness,Beta_Low,0.9985,7
422,Random,Beta_Mid,0.02,2
422,Degree,Beta_Mid,0.2825,9
422,Betweenness,Beta_Mid,0.2955,11
422,Random,"Beta_High, Normal, Constant_0.4",0.011,1
422,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
422,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
423,Random,Fixed_0.2,1.0,13
423,Degree,Fixed_0.2,1.0,4
423,Betweenness,Fixed_0.2,1.0,4
423,Random,Uniform,0.245,24
423,Degree,Uniform,0.4945,21
423,Betweenness,Uniform,0.504,22
423,Random,Beta_Low,1.0,15
423,Degree,Beta_Low,1.0,6
423,Betweenness,Beta_Low,1.0,6
423,Random,Beta_Mid,0.0105,1
423,Degree,Beta_Mid,0.3355,12
423,Betweenness,Beta_Mid,0.3345,10
423,Random,"Beta_High, Normal, Constant_0.4",0.0155,1
423,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
423,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
424,Random,Fixed_0.2,1.0,9
424,Degree,Fixed_0.2,1.0,4
424,Betweenness,Fixed_0.2,1.0,4
424,Random,Uniform,0.022,4
424,Degree,Uniform,0.5315,10
424,Betweenness,Uniform,0.5315,10
424,Random,Beta_Low,1.0,13
424,Degree,Beta_Low,1.0,7
424,Betweenness,Beta_Low,1.0,6
424,Random,Beta_Mid,0.017,4
424,Degree,Beta_Mid,0.419,16
424,Betweenness,Beta_Mid,0.4115,16
424,Random,"Beta_High, Normal, Constant_0.4",0.0175,1
424,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
424,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
425,Random,Fixed_0.2,1.0,11
425,Degree,Fixed_0.2,1.0,4
425,Betweenness,Fixed_0.2,1.0,4
425,Random,Uniform,0.079,11
425,Degree,Uniform,0.5195,11
425,Betweenness,Uniform,0.5205,11
425,Random,Beta_Low,1.0,21
425,Degree,Beta_Low,1.0,6
425,Betweenness,Beta_Low,1.0,6
425,Random,Beta_Mid,0.02,3
425,Degree,Beta_Mid,0.349,14
425,Betweenness,Beta_Mid,0.363,17
425,Random,"Beta_High, Normal, Constant_0.4",0.0145,1
425,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
425,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
426,Random,Fixed_0.2,1.0,11
426,Degree,Fixed_0.2,1.0,4
426,Betweenness,Fixed_0.2,1.0,4
426,Random,Uniform,0.158,13
426,Degree,Uniform,0.4905,12
426,Betweenness,Uniform,0.4925,14
426,Random,Beta_Low,1.0,22
426,Degree,Beta_Low,1.0,6
426,Betweenness,Beta_Low,1.0,6
426,Random,Beta_Mid,0.017,1
426,Degree,Beta_Mid,0.257,8
426,Betweenness,Beta_Mid,0.242,7
426,Random,"Beta_High, Normal, Constant_0.4",0.013,2
426,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
426,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
427,Random,Fixed_0.2,1.0,9
427,Degree,Fixed_0.2,1.0,4
427,Betweenness,Fixed_0.2,1.0,4
427,Random,Uniform,0.0375,8
427,Degree,Uniform,0.531,14
427,Betweenness,Uniform,0.508,14
427,Random,Beta_Low,1.0,21
427,Degree,Beta_Low,1.0,9
427,Betweenness,Beta_Low,1.0,9
427,Random,Beta_Mid,0.016,2
427,Degree,Beta_Mid,0.354,13
427,Betweenness,Beta_Mid,0.3385,8
427,Random,"Beta_High, Normal, Constant_0.4",0.011,1
427,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
427,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
428,Random,Fixed_0.2,1.0,9
428,Degree,Fixed_0.2,1.0,4
428,Betweenness,Fixed_0.2,1.0,4
428,Random,Uniform,0.092,8
428,Degree,Uniform,0.522,12
428,Betweenness,Uniform,0.5085,10
428,Random,Beta_Low,1.0,13
428,Degree,Beta_Low,1.0,6
428,Betweenness,Beta_Low,1.0,7
428,Random,Beta_Mid,0.0195,2
428,Degree,Beta_Mid,0.3135,9
428,Betweenness,Beta_Mid,0.3025,9
428,Random,"Beta_High, Normal, Constant_0.4",0.01,0
428,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
428,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
429,Random,Fixed_0.2,1.0,11
429,Degree,Fixed_0.2,1.0,4
429,Betweenness,Fixed_0.2,1.0,4
429,Random,Uniform,0.1175,12
429,Degree,Uniform,0.5355,11
429,Betweenness,Uniform,0.5355,11
429,Random,Beta_Low,1.0,15
429,Degree,Beta_Low,1.0,7
429,Betweenness,Beta_Low,1.0,6
429,Random,Beta_Mid,0.0175,3
429,Degree,Beta_Mid,0.322,15
429,Betweenness,Beta_Mid,0.3195,15
429,Random,"Beta_High, Normal, Constant_0.4",0.0145,1
429,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
429,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
430,Random,Fixed_0.2,1.0,11
430,Degree,Fixed_0.2,1.0,4
430,Betweenness,Fixed_0.2,1.0,4
430,Random,Uniform,0.024,5
430,Degree,Uniform,0.454,13
430,Betweenness,Uniform,0.464,15
430,Random,Beta_Low,1.0,13
430,Degree,Beta_Low,1.0,6
430,Betweenness,Beta_Low,1.0,6
430,Random,Beta_Mid,0.0135,3
430,Degree,Beta_Mid,0.2945,10
430,Betweenness,Beta_Mid,0.3065,16
430,Random,"Beta_High, Normal, Constant_0.4",0.0185,1
430,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
430,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
431,Random,Fixed_0.2,1.0,12
431,Degree,Fixed_0.2,1.0,4
431,Betweenness,Fixed_0.2,1.0,4
431,Random,Uniform,0.0445,7
431,Degree,Uniform,0.495,13
431,Betweenness,Uniform,0.5035,11
431,Random,Beta_Low,1.0,16
431,Degree,Beta_Low,1.0,7
431,Betweenness,Beta_Low,1.0,7
431,Random,Beta_Mid,0.015,2
431,Degree,Beta_Mid,0.319,10
431,Betweenness,Beta_Mid,0.326,10
431,Random,"Beta_High, Normal, Constant_0.4",0.0145,2
431,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
431,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
432,Random,Fixed_0.2,1.0,13
432,Degree,Fixed_0.2,1.0,4
432,Betweenness,Fixed_0.2,1.0,4
432,Random,Uniform,0.022,2
432,Degree,Uniform,0.476,13
432,Betweenness,Uniform,0.4655,12
432,Random,Beta_Low,1.0,18
432,Degree,Beta_Low,1.0,6
432,Betweenness,Beta_Low,1.0,6
432,Random,Beta_Mid,0.0155,2
432,Degree,Beta_Mid,0.3225,11
432,Betweenness,Beta_Mid,0.322,11
432,Random,"Beta_High, Normal, Constant_0.4",0.013,1
432,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
432,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
433,Random,Fixed_0.2,1.0,11
433,Degree,Fixed_0.2,1.0,4
433,Betweenness,Fixed_0.2,1.0,4
433,Random,Uniform,0.0165,2
433,Degree,Uniform,0.4235,9
433,Betweenness,Uniform,0.4135,9
433,Random,Beta_Low,1.0,26
433,Degree,Beta_Low,1.0,6
433,Betweenness,Beta_Low,1.0,6
433,Random,Beta_Mid,0.02,2
433,Degree,Beta_Mid,0.3655,21
433,Betweenness,Beta_Mid,0.3825,17
433,Random,"Beta_High, Normal, Constant_0.4",0.0125,1
433,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
433,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
434,Random,Fixed_0.2,1.0,12
434,Degree,Fixed_0.2,1.0,4
434,Betweenness,Fixed_0.2,1.0,4
434,Random,Uniform,0.032,4
434,Degree,Uniform,0.4905,14
434,Betweenness,Uniform,0.488,13
434,Random,Beta_Low,1.0,18
434,Degree,Beta_Low,1.0,8
434,Betweenness,Beta_Low,1.0,7
434,Random,Beta_Mid,0.012,1
434,Degree,Beta_Mid,0.334,18
434,Betweenness,Beta_Mid,0.3565,20
434,Random,"Beta_High, Normal, Constant_0.4",0.0135,2
434,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
434,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
435,Random,Fixed_0.2,1.0,12
435,Degree,Fixed_0.2,1.0,4
435,Betweenness,Fixed_0.2,1.0,4
435,Random,Uniform,0.075,23
435,Degree,Uniform,0.5515,16
435,Betweenness,Uniform,0.5185,12
435,Random,Beta_Low,1.0,15
435,Degree,Beta_Low,1.0,8
435,Betweenness,Beta_Low,1.0,8
435,Random,Beta_Mid,0.016,1
435,Degree,Beta_Mid,0.3755,12
435,Betweenness,Beta_Mid,0.383,13
435,Random,"Beta_High, Normal, Constant_0.4",0.019,2
435,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
435,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
436,Random,Fixed_0.2,1.0,9
436,Degree,Fixed_0.2,1.0,4
436,Betweenness,Fixed_0.2,1.0,4
436,Random,Uniform,0.0155,3
436,Degree,Uniform,0.447,15
436,Betweenness,Uniform,0.4445,13
436,Random,Beta_Low,0.999,16
436,Degree,Beta_Low,0.999,7
436,Betweenness,Beta_Low,0.999,7
436,Random,Beta_Mid,0.0515,5
436,Degree,Beta_Mid,0.315,12
436,Betweenness,Beta_Mid,0.317,8
436,Random,"Beta_High, Normal, Constant_0.4",0.0125,1
436,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
436,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
437,Random,Fixed_0.2,1.0,16
437,Degree,Fixed_0.2,1.0,4
437,Betweenness,Fixed_0.2,1.0,4
437,Random,Uniform,0.087,8
437,Degree,Uniform,0.4405,10
437,Betweenness,Uniform,0.4475,10
437,Random,Beta_Low,1.0,20
437,Degree,Beta_Low,1.0,6
437,Betweenness,Beta_Low,1.0,6
437,Random,Beta_Mid,0.0145,1
437,Degree,Beta_Mid,0.3075,15
437,Betweenness,Beta_Mid,0.3255,18
437,Random,"Beta_High, Normal, Constant_0.4",0.011,1
437,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
437,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
438,Random,Fixed_0.2,1.0,11
438,Degree,Fixed_0.2,1.0,4
438,Betweenness,Fixed_0.2,1.0,4
438,Random,Uniform,0.018,2
438,Degree,Uniform,0.4705,11
438,Betweenness,Uniform,0.485,12
438,Random,Beta_Low,0.999,22
438,Degree,Beta_Low,0.999,7
438,Betweenness,Beta_Low,0.999,7
438,Random,Beta_Mid,0.014,1
438,Degree,Beta_Mid,0.358,17
438,Betweenness,Beta_Mid,0.322,12
438,Random,"Beta_High, Normal, Constant_0.4",0.0125,1
438,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
438,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
439,Random,Fixed_0.2,1.0,11
439,Degree,Fixed_0.2,1.0,4
439,Betweenness,Fixed_0.2,1.0,4
439,Random,Uniform,0.0405,6
439,Degree,Uniform,0.529,15
439,Betweenness,Uniform,0.529,15
439,Random,Beta_Low,1.0,18
439,Degree,Beta_Low,1.0,7
439,Betweenness,Beta_Low,1.0,7
439,Random,Beta_Mid,0.014,3
439,Degree,Beta_Mid,0.365,17
439,Betweenness,Beta_Mid,0.357,14
439,Random,"Beta_High, Normal, Constant_0.4",0.0155,1
439,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
439,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
440,Random,Fixed_0.2,1.0,14
440,Degree,Fixed_0.2,1.0,4
440,Betweenness,Fixed_0.2,1.0,4
440,Random,Uniform,0.1015,15
440,Degree,Uniform,0.552,20
440,Betweenness,Uniform,0.5355,21
440,Random,Beta_Low,1.0,11
440,Degree,Beta_Low,1.0,6
440,Betweenness,Beta_Low,1.0,6
440,Random,Beta_Mid,0.0175,3
440,Degree,Beta_Mid,0.359,11
440,Betweenness,Beta_Mid,0.3525,13
440,Random,"Beta_High, Normal, Constant_0.4",0.011,1
440,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
440,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
441,Random,Fixed_0.2,1.0,8
441,Degree,Fixed_0.2,1.0,4
441,Betweenness,Fixed_0.2,1.0,4
441,Random,Uniform,0.0525,7
441,Degree,Uniform,0.4585,13
441,Betweenness,Uniform,0.452,12
441,Random,Beta_Low,1.0,13
441,Degree,Beta_Low,1.0,7
441,Betweenness,Beta_Low,1.0,7
441,Random,Beta_Mid,0.017,3
441,Degree,Beta_Mid,0.3325,16
441,Betweenness,Beta_Mid,0.3215,13
441,Random,"Beta_High, Normal, Constant_0.4",0.0135,1
441,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
441,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
442,Random,Fixed_0.2,1.0,9
442,Degree,Fixed_0.2,1.0,4
442,Betweenness,Fixed_0.2,1.0,4
442,Random,Uniform,0.0565,6
442,Degree,Uniform,0.424,10
442,Betweenness,Uniform,0.4345,11
442,Random,Beta_Low,1.0,13
442,Degree,Beta_Low,1.0,7
442,Betweenness,Beta_Low,1.0,7
442,Random,Beta_Mid,0.0175,2
442,Degree,Beta_Mid,0.291,9
442,Betweenness,Beta_Mid,0.2825,9
442,Random,"Beta_High, Normal, Constant_0.4",0.0105,1
442,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
442,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
443,Random,Fixed_0.2,1.0,10
443,Degree,Fixed_0.2,1.0,4
443,Betweenness,Fixed_0.2,1.0,4
443,Random,Uniform,0.037,12
443,Degree,Uniform,0.5445,12
443,Betweenness,Uniform,0.536,13
443,Random,Beta_Low,1.0,17
443,Degree,Beta_Low,1.0,6
443,Betweenness,Beta_Low,1.0,6
443,Random,Beta_Mid,0.0385,3
443,Degree,Beta_Mid,0.3005,11
443,Betweenness,Beta_Mid,0.286,9
443,Random,"Beta_High, Normal, Constant_0.4",0.0155,1
443,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
443,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
444,Random,Fixed_0.2,1.0,11
444,Degree,Fixed_0.2,1.0,4
444,Betweenness,Fixed_0.2,1.0,4
444,Random,Uniform,0.0405,5
444,Degree,Uniform,0.494,10
444,Betweenness,Uniform,0.5175,12
444,Random,Beta_Low,1.0,15
444,Degree,Beta_Low,1.0,6
444,Betweenness,Beta_Low,1.0,6
444,Random,Beta_Mid,0.015,2
444,Degree,Beta_Mid,0.3725,10
444,Betweenness,Beta_Mid,0.374,11
444,Random,"Beta_High, Normal, Constant_0.4",0.012,1
444,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
444,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
445,Random,Fixed_0.2,1.0,10
445,Degree,Fixed_0.2,1.0,4
445,Betweenness,Fixed_0.2,1.0,4
445,Random,Uniform,0.1045,10
445,Degree,Uniform,0.547,15
445,Betweenness,Uniform,0.5545,20
445,Random,Beta_Low,1.0,13
445,Degree,Beta_Low,1.0,7
445,Betweenness,Beta_Low,1.0,7
445,Random,Beta_Mid,0.0275,4
445,Degree,Beta_Mid,0.355,13
445,Betweenness,Beta_Mid,0.3315,10
445,Random,"Beta_High, Normal, Constant_0.4",0.015,1
445,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
445,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
446,Random,Fixed_0.2,1.0,12
446,Degree,Fixed_0.2,1.0,4
446,Betweenness,Fixed_0.2,1.0,4
446,Random,Uniform,0.037,7
446,Degree,Uniform,0.4765,14
446,Betweenness,Uniform,0.4765,14
446,Random,Beta_Low,1.0,15
446,Degree,Beta_Low,1.0,6
446,Betweenness,Beta_Low,1.0,6
446,Random,Beta_Mid,0.016,3
446,Degree,Beta_Mid,0.2925,12
446,Betweenness,Beta_Mid,0.305,11
446,Random,"Beta_High, Normal, Constant_0.4",0.012,1
446,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
446,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
447,Random,Fixed_0.2,1.0,10
447,Degree,Fixed_0.2,1.0,4
447,Betweenness,Fixed_0.2,1.0,4
447,Random,Uniform,0.037,6
447,Degree,Uniform,0.565,13
447,Betweenness,Uniform,0.5495,13
447,Random,Beta_Low,0.999,13
447,Degree,Beta_Low,0.999,5
447,Betweenness,Beta_Low,0.999,6
447,Random,Beta_Mid,0.017,2
447,Degree,Beta_Mid,0.3445,11
447,Betweenness,Beta_Mid,0.34,13
447,Random,"Beta_High, Normal, Constant_0.4",0.011,1
447,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
447,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
448,Random,Fixed_0.2,1.0,9
448,Degree,Fixed_0.2,1.0,4
448,Betweenness,Fixed_0.2,1.0,4
448,Random,Uniform,0.0485,6
448,Degree,Uniform,0.542,14
448,Betweenness,Uniform,0.5265,12
448,Random,Beta_Low,1.0,13
448,Degree,Beta_Low,1.0,7
448,Betweenness,Beta_Low,1.0,7
448,Random,Beta_Mid,0.0225,3
448,Degree,Beta_Mid,0.341,11
448,Betweenness,Beta_Mid,0.341,11
448,Random,"Beta_High, Normal, Constant_0.4",0.017,2
448,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
448,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
449,Random,Fixed_0.2,1.0,13
449,Degree,Fixed_0.2,1.0,4
