Trial,Strategy,Threshold_Dist,Final_Fraction,TimeToConverge
4,Degree,Constant_0.1,0.9955939372576665,4
4,Betweenness,Constant_0.1,0.9958583010222065,3
0,Random,Constant_0.15,0.011896369404300318,2
0,Degree,Constant_0.15,0.9955939372576665,6
0,Betweenness,Constant_0.15,0.9955939372576665,7
1,Random,Constant_0.15,0.013570673246387029,8
1,Degree,Constant_0.15,0.9955939372576665,6
1,Betweenness,Constant_0.15,0.9955939372576665,7
2,Random,Constant_0.15,0.018417342262953825,12
2,Degree,Constant_0.15,0.9955939372576665,6
2,Betweenness,Constant_0.15,0.9955939372576665,7
3,Random,Constant_0.15,0.013923158265773705,9
3,Degree,Constant_0.15,0.9955939372576665,6
3,Betweenness,Constant_0.15,0.9955939372576665,7
4,Random,Constant_0.15,0.012777581952767007,4
4,Degree,Constant_0.15,0.9955939372576665,6
4,Betweenness,Constant_0.15,0.9955939372576665,7
0,Random,Constant_0.15,0.9957701797673599,10
0,Degree,Constant_0.15,0.9955939372576665,5
0,Betweenness,Constant_0.15,0.9958583010222065,4
1,Random,Constant_0.15,0.9958583010222065,12
1,Degree,Constant_0.15,0.9955939372576665,5
1,Betweenness,Constant_0.15,0.9958583010222065,4
2,Random,Constant_0.15,0.9957701797673599,10
2,Degree,Constant_0.15,0.9955939372576665,5
2,Betweenness,Constant_0.15,0.9958583010222065,4
3,Random,Constant_0.15,0.9956820585125132,11
3,Degree,Constant_0.15,0.9955939372576665,5
3,Betweenness,Constant_0.15,0.9958583010222065,4
4,Random,Constant_0.15,0.9955939372576665,10
4,Degree,Constant_0.15,0.9955939372576665,5
4,Betweenness,Constant_0.15,0.9958583010222065,4
0,Random,Constant_0.2,0.01172012689460698,2
0,Degree,Constant_0.2,0.9955939372576665,9
0,Betweenness,Constant_0.2,0.9955939372576665,11
1,Random,Constant_0.2,0.011367641875220304,3
1,Degree,Constant_0.2,0.9955939372576665,9
1,Betweenness,Constant_0.2,0.9955939372576665,11
2,Random,Constant_0.2,0.011191399365526966,2
2,Degree,Constant_0.2,0.9955939372576665,9
2,Betweenness,Constant_0.2,0.9955939372576665,11
3,Random,Constant_0.2,0.013394430736693691,6
3,Degree,Constant_0.2,0.9955939372576665,9
3,Betweenness,Constant_0.2,0.9955939372576665,11
4,Random,Constant_0.2,0.011543884384913642,2
4,Degree,Constant_0.2,0.9955939372576665,9
4,Betweenness,Constant_0.2,0.9955939372576665,11
0,Random,Constant_0.2,0.9959464222770532,34
0,Degree,Constant_0.2,0.9955939372576665,7
0,Betweenness,Constant_0.2,0.9958583010222065,6
1,Random,Constant_0.2,0.9959464222770532,37
1,Degree,Constant_0.2,0.9955939372576665,7
1,Betweenness,Constant_0.2,0.9958583010222065,6
2,Random,Constant_0.2,0.9957701797673599,32
